0.01,0.08,0.0,0.01,0.08,0.0,0.01,0.08,0.08,2.9740801356742526,3.5626503532669234,0.9999868345289851
0.01,0.08,0.0,0.01,0.08,0.0,0.02,0.08,0.08,3.8112215539432066,21.58938500417572,0.9999654238372176
0.01,0.08,0.0,0.01,0.08,0.0,0.05,0.08,0.08,4.036015344479342,16.369842961492918,0.9998285579751479
0.01,0.08,0.0,0.01,0.08,0.0,0.1,0.08,0.08,0.5822351154301165,26.396373177591528,0.939176539547933
0.01,0.08,0.0,0.01,0.08,0.0,0.2,0.08,0.08,5.2087768050555265,21.11117070953844,0.9999893889435495
0.01,0.08,0.0,0.01,0.08,0.0,0.5,0.08,0.08,0.499112215201062,18.617084281303303,0.9999667513055961
0.01,0.08,0.0,0.01,0.08,0.0,1,0.08,0.08,1.1950013368276455,30.527472829516178,0.9735963125389201
0.01,0.08,0.0,0.01,0.08,0.0,2,0.08,0.08,0.6113762511272742,39.93447633427693,0.9821173609713792
0.01,0.08,0.0,0.01,0.08,0.0,5,0.08,0.08,0.845810311289232,15.971101882790697,0.99688127841785
0.01,0.08,0.0,0.01,0.08,0.0,10,0.08,0.08,1.6357496813965475,199.78538687695766,0.7962349135805953
0.01,0.08,0.0,0.02,0.08,0.0,0.01,0.08,0.08,12.413871091745852,69.65595564079042,0.9707170111727149
0.01,0.08,0.0,0.02,0.08,0.0,0.02,0.08,0.08,3.8796742984832933,15.25222250554855,0.9999191440303169
0.01,0.08,0.0,0.02,0.08,0.0,0.05,0.08,0.08,7.757489673325468,29.260664841798324,0.9993732819297851
0.01,0.08,0.0,0.02,0.08,0.0,0.1,0.08,0.08,8.849538397536543,34.113623406964834,0.9999965085208307
0.01,0.08,0.0,0.02,0.08,0.0,0.2,0.08,0.08,4.437265007790842,18.325093465621734,0.964812866091465
0.01,0.08,0.0,0.02,0.08,0.0,0.5,0.08,0.08,2.5693493124056843,4.234813969026435,0.9824262193994854
0.01,0.08,0.0,0.02,0.08,0.0,1,0.08,0.08,5.215773171337803,27.871642467232277,0.9999119675798023
0.01,0.08,0.0,0.02,0.08,0.0,2,0.08,0.08,0.3918910976151367,13.005557088938929,0.9592299787167914
0.01,0.08,0.0,0.02,0.08,0.0,5,0.08,0.08,6.848854014376706,236.04468171423096,0.9903095636499464
0.01,0.08,0.0,0.02,0.08,0.0,10,0.08,0.08,0.3779655528158746,21.103839805832514,0.8841964801494163
0.01,0.08,0.0,0.05,0.08,0.0,0.01,0.08,0.08,3.8303185006394163,16.317006618078175,0.9999543682369054
0.01,0.08,0.0,0.05,0.08,0.0,0.02,0.08,0.08,2.7277354324831737,21.32184533927397,0.9995013989188029
0.01,0.08,0.0,0.05,0.08,0.0,0.05,0.08,0.08,0.735542904109082,3.54641829660016,0.9997479039768408
0.01,0.08,0.0,0.05,0.08,0.0,0.1,0.08,0.08,0.5569958071416179,16.19078768333637,0.9758389733017608
0.01,0.08,0.0,0.05,0.08,0.0,0.2,0.08,0.08,3.0361220976211962,3.8876313803704576,0.9987950120869381
0.01,0.08,0.0,0.05,0.08,0.0,0.5,0.08,0.08,4.106010974766383,16.735800834936928,0.9999950635011944
0.01,0.08,0.0,0.05,0.08,0.0,1,0.08,0.08,5.404087561024235,32.48409592753895,0.9999965602378155
0.01,0.08,0.0,0.05,0.08,0.0,2,0.08,0.08,1.7080504821783424,15.531808980014421,0.9939429674569652
0.01,0.08,0.0,0.05,0.08,0.0,5,0.08,0.08,0.42750963421731525,46.449773862321635,0.9991710331496962
0.01,0.08,0.0,0.05,0.08,0.0,10,0.08,0.08,5.577980533033885,639.3803329741359,0.22218253025899792
0.01,0.08,0.0,0.1,0.08,0.0,0.01,0.08,0.08,8.240120974888496,43.04250221923323,0.45211030344057823
0.01,0.08,0.0,0.1,0.08,0.0,0.02,0.08,0.08,1.1322098206693614,12.801327625377564,0.9370090410626023
0.01,0.08,0.0,0.1,0.08,0.0,0.05,0.08,0.08,3.071547525243033,29.142202927474244,0.9998605765361396
0.01,0.08,0.0,0.1,0.08,0.0,0.1,0.08,0.08,6.399553445145644,18.533937087440734,0.9999989021576337
